date,season,team,opponent,venue,elo_before,elo_after
1995-03-04,1994-95,Tottenham,Nott'm Forest,A,1521.910278703684,1522.8317291140536
1995-03-08,1994-95,Tottenham,Ipswich,H,1522.8317291140536,1527.7023005191895
1995-03-15,1994-95,Tottenham,Man United,A,1527.7023005191895,1529.8647683414217
1995-03-18,1994-95,Tottenham,Leicester,H,1529.8647683414217,1531.9436914139674
1995-03-22,1994-95,Tottenham,Liverpool,H,1531.9436914139674,1531.5554935684286
1995-04-02,1994-95,Tottenham,Southampton,A,1531.5554935684286,1525.0134349093812
1995-04-11,1994-95,Tottenham,Man City,H,1525.0134349093812,1528.2726755032181
1995-04-14,1994-95,Tottenham,Crystal Palace,A,1528.2726755032181,1528.3715594812231
1995-04-17,1994-95,Tottenham,Norwich,H,1528.3715594812231,1531.703660912619
1995-04-29,1994-95,Tottenham,Arsenal,A,1531.703660912619,1533.0048867359985
1995-05-03,1994-95,Tottenham,Newcastle,A,1533.0048867359985,1534.5258814488013
1995-05-06,1994-95,Tottenham,QPR,A,1534.5258814488013,1529.548188746011
1995-05-09,1994-95,Tottenham,Coventry,H,1529.548188746011,1511.2069334992427
1995-05-14,1994-95,Tottenham,Leeds,H,1511.2069334992427,1511.0877423689776
1995-08-19,1995-96,Tottenham,Man City,A,1510.5333552505288,1511.0095990006612
1995-08-23,1995-96,Tottenham,Aston Villa,H,1511.0095990006612,1501.007205507049
1995-08-26,1995-96,Tottenham,Liverpool,H,1501.007205507049,1487.9955667559445
1995-08-30,1995-96,Tottenham,West Ham,A,1487.9955667559445,1488.9538804410586
1995-09-09,1995-96,Tottenham,Leeds,H,1488.9538804410586,1496.5876998322794
1995-09-16,1995-96,Tottenham,Sheffield Weds,A,1496.5876998322794,1512.486990911638
1995-09-25,1995-96,Tottenham,QPR,A,1512.486990911638,1521.7053642954759
1995-09-30,1995-96,Tottenham,Wimbledon,H,1521.7053642954759,1528.5573253359216
1995-10-14,1995-96,Tottenham,Nott'm Forest,H,1528.5573253359216,1520.7333566809777
1995-10-22,1995-96,Tottenham,Everton,A,1520.7333566809777,1521.1190355065494
1995-10-29,1995-96,Tottenham,Newcastle,H,1521.1190355065494,1521.2258596807526
1995-11-04,1995-96,Tottenham,Coventry,A,1521.2258596807526,1528.614112428064
1995-11-18,1995-96,Tottenham,Arsenal,H,1528.614112428064,1534.8683590613573
1995-11-21,1995-96,Tottenham,Middlesbrough,A,1534.8683590613573,1543.4330757557814
1995-11-25,1995-96,Tottenham,Chelsea,A,1543.4330757557814,1543.864622618125
1995-12-02,1995-96,Tottenham,Everton,H,1543.864622618125,1542.371934408522
1995-12-09,1995-96,Tottenham,QPR,H,1542.371934408522,1545.8434997625398
1995-12-16,1995-96,Tottenham,Wimbledon,A,1545.8434997625398,1553.2201416365638
1995-12-23,1995-96,Tottenham,Bolton,H,1553.2201416365638,1551.1644182340672
1995-12-26,1995-96,Tottenham,Southampton,A,1551.1644182340672,1551.344513941051
1995-12-30,1995-96,Tottenham,Blackburn,A,1551.344513941051,1547.5937000820084
1996-01-01,1995-96,Tottenham,Man United,H,1547.5937000820084,1566.9890740134165
1996-01-13,1995-96,Tottenham,Man City,H,1566.9890740134165,1569.4349237663544
1996-01-21,1995-96,Tottenham,Aston Villa,A,1569.4349237663544,1564.2476077936803
1996-02-03,1995-96,Tottenham,Liverpool,A,1564.2476077936803,1565.909088463163
1996-02-12,1995-96,Tottenham,West Ham,H,1565.909088463163,1554.8525222566027
1996-02-24,1995-96,Tottenham,Sheffield Weds,H,1554.8525222566027,1558.2913612558282
1996-03-02,1995-96,Tottenham,Southampton,H,1558.2913612558282,1561.3073978302561
1996-03-16,1995-96,Tottenham,Blackburn,H,1561.3073978302561,1552.8441743892477
1996-03-20,1995-96,Tottenham,Bolton,A,1552.8441743892477,1559.116902626471
1996-03-24,1995-96,Tottenham,Man United,A,1559.116902626471,1556.925595450996
1996-03-30,1995-96,Tottenham,Coventry,H,1556.925595450996,1561.3056598763953
1996-04-06,1995-96,Tottenham,Nott'm Forest,A,1561.3056598763953,1556.666476549081
1996-04-08,1995-96,Tottenham,Middlesbrough,H,1556.666476549081,1554.780122203383
1996-04-15,1995-96,Tottenham,Arsenal,A,1554.780122203383,1556.1430987926299
1996-04-27,1995-96,Tottenham,Chelsea,H,1556.1430987926299,1554.7698681560232
1996-05-02,1995-96,Tottenham,Leeds,A,1554.7698681560232,1568.4296548449338
1996-05-04,1995-96,Tottenham,Newcastle,A,1568.4296548449338,1570.0014488035133
1996-08-17,1996-97,Tottenham,Blackburn,A,1566.5013763633376,1583.8009660735643
1996-08-21,1996-97,Tottenham,Derby,H,1583.8009660735643,1581.9027974400292
1996-08-24,1996-97,Tottenham,Everton,H,1581.9027974400292,1580.9454466328575
1996-09-04,1996-97,Tottenham,Wimbledon,A,1580.9454466328575,1573.2577906259746
1996-09-07,1996-97,Tottenham,Newcastle,H,1573.2577906259746,1564.9687202552434
1996-09-14,1996-97,Tottenham,Southampton,A,1564.9687202552434,1571.8298738125757
1996-09-22,1996-97,Tottenham,Leicester,H,1571.8298738125757,1560.1165020661842
1996-09-29,1996-97,Tottenham,Man United,A,1560.1165020661842,1556.698734444759
1996-10-12,1996-97,Tottenham,Aston Villa,H,1556.698734444759,1561.6449376182616
1996-10-19,1996-97,Tottenham,Middlesbrough,A,1561.6449376182616,1577.4422296944238
1996-10-26,1996-97,Tottenham,Chelsea,A,1577.4422296944238,1567.2375355417166
1996-11-02,1996-97,Tottenham,West Ham,H,1567.2375355417166,1570.5632239432862
1996-11-16,1996-97,Tottenham,Sunderland,H,1570.5632239432862,1575.174817546394
1996-11-24,1996-97,Tottenham,Arsenal,A,1575.174817546394,1569.059250732025
1996-12-02,1996-97,Tottenham,Liverpool,H,1569.059250732025,1557.2160322153786
1996-12-07,1996-97,Tottenham,Coventry,A,1557.2160322153786,1563.5187878670251
1996-12-14,1996-97,Tottenham,Leeds,A,1563.5187878670251,1563.7714708885298
1996-12-21,1996-97,Tottenham,Sheffield Weds,H,1563.7714708885298,1562.1765707600662
1996-12-26,1996-97,Tottenham,Southampton,H,1562.1765707600662,1567.0187542175715
1996-12-28,1996-97,Tottenham,Newcastle,A,1567.0187542175715,1549.8006009773376
1997-01-12,1996-97,Tottenham,Man United,H,1549.8006009773376,1543.8425514979706
1997-01-19,1996-97,Tottenham,Nott'm Forest,A,1543.8425514979706,1537.9224706828643
1997-01-29,1996-97,Tottenham,Blackburn,H,1537.9224706828643,1543.9354469879079
1997-02-01,1996-97,Tottenham,Chelsea,H,1543.9354469879079,1534.3636081837678
1997-02-15,1996-97,Tottenham,Arsenal,H,1534.3636081837678,1534.396896097753
1997-02-24,1996-97,Tottenham,West Ham,A,1534.396896097753,1527.430643277031
1997-03-01,1996-97,Tottenham,Nott'm Forest,H,1527.430643277031,1517.1326503851767
1997-03-04,1996-97,Tottenham,Sunderland,A,1517.1326503851767,1542.2678157831529
1997-03-15,1996-97,Tottenham,Leeds,H,1542.2678157831529,1546.250451844106
1997-03-19,1996-97,Tottenham,Leicester,A,1546.250451844106,1546.4069328558012
1997-03-22,1996-97,Tottenham,Derby,A,1546.4069328558012,1533.5849839361767
1997-04-05,1996-97,Tottenham,Wimbledon,H,1533.5849839361767,1538.24612434345
1997-04-09,1996-97,Tottenham,Sheffield Weds,A,1538.24612434345,1532.961696231407
1997-04-12,1996-97,Tottenham,Everton,A,1532.961696231407,1527.215365388255
1997-04-19,1996-97,Tottenham,Aston Villa,A,1527.215365388255,1528.621214427961
1997-04-24,1996-97,Tottenham,Middlesbrough,H,1528.621214427961,1531.7950655235634
1997-05-03,1996-97,Tottenham,Liverpool,A,1531.7950655235634,1529.2101494262542
1997-05-11,1996-97,Tottenham,Coventry,H,1529.2101494262542,1518.2261253029687
1997-08-10,1997-98,Tottenham,Man United,H,1517.3148190378204,1509.1609714261956
1997-08-13,1997-98,Tottenham,West Ham,A,1509.1609714261956,1503.702935325634
1997-08-23,1997-98,Tottenham,Derby,H,1503.702935325634,1507.4628182519268
1997-08-27,1997-98,Tottenham,Aston Villa,H,1507.4628182519268,1513.019349570669
1997-08-30,1997-98,Tottenham,Arsenal,A,1513.019349570669,1514.9463032049682
1997-09-13,1997-98,Tottenham,Leicester,A,1514.9463032049682,1501.5201678776352
1997-09-20,1997-98,Tottenham,Blackburn,H,1501.5201678776352,1501.3354466691994
1997-09-23,1997-98,Tottenham,Bolton,A,1501.3354466691994,1501.7554768228863
1997-09-27,1997-98,Tottenham,Wimbledon,H,1501.7554768228863,1500.8410747634375
1997-10-04,1997-98,Tottenham,Newcastle,A,1500.8410747634375,1498.3437626083107
1997-10-19,1997-98,Tottenham,Sheffield Weds,H,1498.3437626083107,1502.5279127022527
1997-10-25,1997-98,Tottenham,Southampton,A,1502.5279127022527,1496.2195689229613
1997-11-01,1997-98,Tottenham,Leeds,H,1496.2195689229613,1487.1962093232446
1997-11-08,1997-98,Tottenham,Liverpool,A,1487.1962093232446,1479.7622340928945
1997-11-24,1997-98,Tottenham,Crystal Palace,H,1479.7622340928945,1470.0129620909563
1997-11-29,1997-98,Tottenham,Everton,A,1470.0129620909563,1484.454592219261
1997-12-06,1997-98,Tottenham,Chelsea,H,1484.454592219261,1457.4309015386004
1997-12-13,1997-98,Tottenham,Coventry,A,1457.4309015386004,1439.7676946593342
1997-12-20,1997-98,Tottenham,Barnsley,H,1439.7676946593342,1448.4846056357878
1997-12-26,1997-98,Tottenham,Aston Villa,A,1448.4846056357878,1440.096367680789
1997-12-28,1997-98,Tottenham,Arsenal,H,1440.096367680789,1440.8741311811427
1998-01-10,1997-98,Tottenham,Man United,A,1440.8741311811427,1439.1680293499326
1998-01-17,1997-98,Tottenham,West Ham,H,1439.1680293499326,1445.4023630472398
1998-01-31,1997-98,Tottenham,Derby,A,1445.4023630472398,1441.6353253171533
1998-02-07,1997-98,Tottenham,Blackburn,A,1441.6353253171533,1470.2917538297806
1998-02-14,1997-98,Tottenham,Leicester,H,1470.2917538297806,1469.6836833688299
1998-02-21,1997-98,Tottenham,Sheffield Weds,A,1469.6836833688299,1464.7772426030283
1998-03-01,1997-98,Tottenham,Bolton,H,1464.7772426030283,1468.4301925674097
1998-03-04,1997-98,Tottenham,Leeds,A,1468.4301925674097,1464.388378703441
1998-03-14,1997-98,Tottenham,Liverpool,H,1464.388378703441,1465.1343224834143
1998-03-28,1997-98,Tottenham,Crystal Palace,A,1465.1343224834143,1477.485804106329
1998-04-04,1997-98,Tottenham,Everton,H,1477.485804106329,1476.3457109398312
1998-04-11,1997-98,Tottenham,Chelsea,A,1476.3457109398312,1471.1700779424582
1998-04-13,1997-98,Tottenham,Coventry,H,1471.1700779424582,1470.5250620321835
1998-04-18,1997-98,Tottenham,Barnsley,A,1470.5250620321835,1470.6515505337939
1998-04-25,1997-98,Tottenham,Newcastle,H,1470.6515505337939,1482.1651248060955
1998-05-02,1997-98,Tottenham,Wimbledon,A,1482.1651248060955,1512.2917148574577
1998-05-10,1997-98,Tottenham,Southampton,H,1512.2917148574577,1511.1602158491153
1998-08-15,1998-99,Tottenham,Wimbledon,A,1510.6022050566596,1500.9892571367911
1998-08-22,1998-99,Tottenham,Sheffield Weds,H,1500.9892571367911,1477.166959577245
1998-08-29,1998-99,Tottenham,Everton,A,1477.166959577245,1485.6828000565783
1998-09-09,1998-99,Tottenham,Blackburn,H,1485.6828000565783,1491.5323492517748
1998-09-13,1998-99,Tottenham,Middlesbrough,H,1491.5323492517748,1467.5664773633023
1998-09-19,1998-99,Tottenham,Southampton,A,1467.5664773633023,1468.1475755640465
1998-09-26,1998-99,Tottenham,Leeds,H,1468.1475755640465,1468.1039989593833
1998-10-03,1998-99,Tottenham,Derby,A,1468.1039989593833,1477.8869409090469
1998-10-19,1998-99,Tottenham,Leicester,A,1477.8869409090469,1473.696716214214
1998-10-24,1998-99,Tottenham,Newcastle,H,1473.696716214214,1485.3921666001377
1998-11-02,1998-99,Tottenham,Charlton,H,1485.3921666001377,1484.3943403142791
1998-11-07,1998-99,Tottenham,Aston Villa,A,1484.3943403142791,1481.268968998167
1998-11-14,1998-99,Tottenham,Arsenal,A,1481.268968998167,1483.4939609164906
1998-11-21,1998-99,Tottenham,Nott'm Forest,H,1483.4939609164906,1489.7074123229938
1998-11-28,1998-99,Tottenham,West Ham,A,1489.7074123229938,1485.5825947850974
1998-12-05,1998-99,Tottenham,Liverpool,H,1485.5825947850974,1494.0089709281315
1998-12-12,1998-99,Tottenham,Man United,H,1494.0089709281315,1495.2035037543073
1998-12-19,1998-99,Tottenham,Chelsea,A,1495.2035037543073,1490.4143472108865
1998-12-26,1998-99,Tottenham,Coventry,A,1490.4143472108865,1491.1307546460475
1998-12-28,1998-99,Tottenham,Everton,H,1491.1307546460475,1501.5228164328487
1999-01-09,1998-99,Tottenham,Sheffield Weds,A,1501.5228164328487,1502.2395302773348
1999-01-16,1998-99,Tottenham,Wimbledon,H,1502.2395302773348,1501.2698712880085
1999-01-30,1998-99,Tottenham,Blackburn,A,1501.2698712880085,1502.0443603628516
1999-02-06,1998-99,Tottenham,Coventry,H,1502.0443603628516,1500.9836479156188
1999-02-20,1998-99,Tottenham,Middlesbrough,A,1500.9836479156188,1501.5747378453168
1999-02-27,1998-99,Tottenham,Derby,H,1501.5747378453168,1500.6108299148934
1999-03-02,1998-99,Tottenham,Southampton,H,1500.6108299148934,1510.061484941229
1999-03-10,1998-99,Tottenham,Leeds,A,1510.061484941229,1504.29206261201
1999-03-13,1998-99,Tottenham,Aston Villa,H,1504.29206261201,1510.060107090127
1999-04-03,1998-99,Tottenham,Leicester,H,1510.060107090127,1494.2512640521652
1999-04-05,1998-99,Tottenham,Newcastle,A,1494.2512640521652,1495.4539840693076
1999-04-17,1998-99,Tottenham,Nott'm Forest,A,1495.4539840693076,1502.1192348012237
1999-04-20,1998-99,Tottenham,Charlton,A,1502.1192348012237,1521.512260939228
1999-04-24,1998-99,Tottenham,West Ham,H,1521.512260939228,1512.1611554665565
1999-05-01,1998-99,Tottenham,Liverpool,A,1512.1611554665565,1509.06847701668
1999-05-05,1998-99,Tottenham,Arsenal,H,1509.06847701668,1502.033512828763
1999-05-10,1998-99,Tottenham,Chelsea,H,1502.033512828763,1502.6215759916272
1999-05-16,1998-99,Tottenham,Man United,A,1502.6215759916272,1501.2662994216787
1999-08-07,1999-00,Tottenham,West Ham,A,1501.2029844505948,1495.9559991723036
1999-08-09,1999-00,Tottenham,Newcastle,H,1495.9559991723036,1504.4433570062367
1999-08-14,1999-00,Tottenham,Everton,H,1504.4433570062367,1509.095987056225
1999-08-21,1999-00,Tottenham,Sheffield Weds,A,1509.095987056225,1518.0298171518484
1999-08-28,1999-00,Tottenham,Leeds,H,1518.0298171518484,1511.3752790061624
1999-09-12,1999-00,Tottenham,Bradford,A,1511.3752790061624,1511.498164847705
1999-09-19,1999-00,Tottenham,Coventry,H,1511.498164847705,1515.9220318850755
1999-09-26,1999-00,Tottenham,Wimbledon,A,1515.9220318850755,1515.878718175549
1999-10-03,1999-00,Tottenham,Leicester,H,1515.878718175549,1506.9783377401498
1999-10-16,1999-00,Tottenham,Derby,A,1506.9783377401498,1514.7192902172094
1999-10-23,1999-00,Tottenham,Man United,H,1514.7192902172094,1531.5130022195551
1999-10-31,1999-00,Tottenham,Sunderland,A,1531.5130022195551,1526.4754715818483
1999-11-07,1999-00,Tottenham,Arsenal,H,1526.4754715818483,1535.9509123697558
1999-11-20,1999-00,Tottenham,Southampton,A,1535.9509123697558,1543.6957519810755
1999-11-28,1999-00,Tottenham,Newcastle,A,1543.6957519810755,1537.6009385156017
1999-12-06,1999-00,Tottenham,West Ham,H,1537.6009385156017,1536.6085889370481
1999-12-18,1999-00,Tottenham,Middlesbrough,A,1536.6085889370481,1530.4293297624847
1999-12-26,1999-00,Tottenham,Watford,H,1530.4293297624847,1538.376018409868
1999-12-29,1999-00,Tottenham,Aston Villa,A,1538.376018409868,1539.1102577880083
2000-01-03,1999-00,Tottenham,Liverpool,H,1539.1102577880083,1546.3948654774483
2000-01-12,1999-00,Tottenham,Chelsea,A,1546.3948654774483,1543.0508846566563
2000-01-15,1999-00,Tottenham,Everton,A,1543.0508846566563,1543.9025615903627
2000-01-22,1999-00,Tottenham,Sheffield Weds,H,1543.9025615903627,1532.6429762864966
2000-02-05,1999-00,Tottenham,Chelsea,H,1532.6429762864966,1525.8218401982026
2000-02-12,1999-00,Tottenham,Leeds,A,1525.8218401982026,1522.9220804874346
2000-02-26,1999-00,Tottenham,Coventry,A,1522.9220804874346,1531.7761159970164
2000-03-04,1999-00,Tottenham,Bradford,H,1531.7761159970164,1530.102955006691
2000-03-11,1999-00,Tottenham,Southampton,H,1530.102955006691,1544.1985344298923
2000-03-19,1999-00,Tottenham,Arsenal,A,1544.1985344298923,1541.8492956592581
2000-03-25,1999-00,Tottenham,Watford,A,1541.8492956592581,1541.0262167969631
2000-04-03,1999-00,Tottenham,Middlesbrough,H,1541.0262167969631,1530.4147085436782
2000-04-09,1999-00,Tottenham,Liverpool,A,1530.4147085436782,1526.0703814951905
2000-04-15,1999-00,Tottenham,Aston Villa,H,1526.0703814951905,1512.418787976029
2000-04-19,1999-00,Tottenham,Leicester,A,1512.418787976029,1521.5779444128477
2000-04-22,1999-00,Tottenham,Wimbledon,H,1521.5779444128477,1526.307938207113
2000-04-29,1999-00,Tottenham,Derby,H,1526.307938207113,1524.9777651231846
2000-05-06,1999-00,Tottenham,Man United,A,1524.9777651231846,1522.6137220031258
2000-05-14,1999-00,Tottenham,Sunderland,H,1522.6137220031258,1530.955878420591
2000-08-19,2000-01,Tottenham,Ipswich,H,1529.4080844995615,1535.3205685569417
2000-08-22,2000-01,Tottenham,Middlesbrough,A,1535.3205685569417,1535.9254598097677
2000-08-26,2000-01,Tottenham,Newcastle,A,1535.9254598097677,1528.0700604815045
2000-09-05,2000-01,Tottenham,Everton,H,1528.0700604815045,1533.3601394125214
2000-09-11,2000-01,Tottenham,West Ham,H,1533.3601394125214,1537.8639771155404
2000-09-16,2000-01,Tottenham,Charlton,A,1537.8639771155404,1530.9078687049087
2000-09-23,2000-01,Tottenham,Man City,H,1530.9078687049087,1529.374823845943
2000-09-30,2000-01,Tottenham,Leeds,A,1529.374823845943,1525.7538632219484
2000-10-14,2000-01,Tottenham,Coventry,A,1525.7538632219484,1518.9241252801994
2000-10-21,2000-01,Tottenham,Derby,H,1518.9241252801994,1524.792577531129
2000-10-28,2000-01,Tottenham,Chelsea,A,1524.792577531129,1517.5295913206637
2000-11-04,2000-01,Tottenham,Sunderland,H,1517.5295913206637,1522.6199070033244
2000-11-11,2000-01,Tottenham,Aston Villa,A,1522.6199070033244,1516.2547131202687
2000-11-19,2000-01,Tottenham,Liverpool,H,1516.2547131202687,1524.190683121072
2000-11-25,2000-01,Tottenham,Leicester,H,1524.190683121072,1538.0622936204713
2000-12-02,2000-01,Tottenham,Man United,A,1538.0622936204713,1535.83919731554
2000-12-09,2000-01,Tottenham,Bradford,A,1535.83919731554,1535.3318389627639
2000-12-18,2000-01,Tottenham,Arsenal,H,1535.3318389627639,1536.2255173442038
2000-12-23,2000-01,Tottenham,Middlesbrough,H,1536.2255173442038,1534.7842186844193
2000-12-27,2000-01,Tottenham,Southampton,A,1534.7842186844193,1523.2106585997599
2000-12-30,2000-01,Tottenham,Ipswich,A,1523.2106585997599,1510.657905308498
2001-01-02,2000-01,Tottenham,Newcastle,H,1510.657905308498,1520.2745182368815
2001-01-13,2000-01,Tottenham,Everton,A,1520.2745182368815,1520.7697430562448
2001-01-20,2000-01,Tottenham,Southampton,H,1520.7697430562448,1519.4233130645587
2001-01-31,2000-01,Tottenham,West Ham,A,1519.4233130645587,1520.4403029738633
2001-02-03,2000-01,Tottenham,Charlton,H,1520.4403029738633,1519.2998111677875
2001-02-10,2000-01,Tottenham,Man City,A,1519.2998111677875,1526.2999563683659
2001-02-24,2000-01,Tottenham,Leeds,H,1526.2999563683659,1518.740384581142
2001-03-03,2000-01,Tottenham,Derby,A,1518.740384581142,1512.1816093473194
2001-03-17,2000-01,Tottenham,Coventry,H,1512.1816093473194,1520.0072423196582
2001-03-31,2000-01,Tottenham,Arsenal,A,1520.0072423196582,1516.3991496767787
2001-04-10,2000-01,Tottenham,Bradford,H,1516.3991496767787,1518.7566280822398
2001-04-14,2000-01,Tottenham,Sunderland,A,1518.7566280822398,1528.662273933968
2001-04-17,2000-01,Tottenham,Chelsea,H,1528.662273933968,1512.8268776089678
2001-04-22,2000-01,Tottenham,Liverpool,A,1512.8268776089678,1508.648826229898
2001-04-28,2000-01,Tottenham,Aston Villa,H,1508.648826229898,1508.3823073723845
2001-05-05,2000-01,Tottenham,Leicester,A,1508.3823073723845,1498.5304889985075
2001-05-19,2000-01,Tottenham,Man United,H,1498.5304889985075,1516.9008172841852
2001-08-18,2001-02,Tottenham,Aston Villa,H,1516.055776419976,1515.5973095186407
2001-08-20,2001-02,Tottenham,Everton,A,1515.5973095186407,1516.3004498716168
2001-08-25,2001-02,Tottenham,Blackburn,A,1516.3004498716168,1509.6105499649875
2001-09-09,2001-02,Tottenham,Southampton,H,1509.6105499649875,1516.5651725963812
2001-09-16,2001-02,Tottenham,Chelsea,H,1516.5651725963812,1510.2182000742175
2001-09-19,2001-02,Tottenham,Sunderland,A,1510.2182000742175,1520.0779679117536
2001-09-22,2001-02,Tottenham,Liverpool,A,1520.0779679117536,1517.5776298008457
2001-09-29,2001-02,Tottenham,Man United,H,1517.5776298008457,1510.8673177264054
2001-10-15,2001-02,Tottenham,Derby,H,1510.8673177264054,1516.6316112030315
2001-10-21,2001-02,Tottenham,Newcastle,A,1516.6316112030315,1533.2706742859264
2001-10-27,2001-02,Tottenham,Middlesbrough,H,1533.2706742859264,1537.5100681719352
